redshift masa radio
4.1268836075276765 8095232364.576949 0.29581253469794094
2.7097087629124297 6070003012.108163 0.19299265440151706
3.0141791713495962 7320764443.216065 0.23939421891237372
1.005501758264593 36784255197.40785 1.172560489571516
1.9708311337826336 9432643415.330557 0.2845703838484237
2.8344151478448487 22308936904.388447 0.7173296724236196
2.1266611991628865 351487396.8213123 0.010690153733918375
2.5594820614090734 47146694800.24879 1.4797361600455563
4.7879748391834145 6120032301.984799 0.23887435719445158
3.1965811911853654 36722869060.38191 1.222244804492217
0.9173580943182493 7304481587.710404 0.23871604753016995
3.9420554463972235 15822190149.51061 0.5674737470767156
4.406518575238048 7328354230.040449 0.27541931925286
0.33489753449026 44403585375.799194 2.398829788917458
2.342058597492983 1409870895.6825762 0.04349891414859563
3.5079677321450804 5659903268.587793 0.19429443731829069
1.2992720043421675 2501152750.78586 0.07600260542100334
0.6108213795067028 36454787527.12056 1.392769147123764
2.373952325478701 5400730696.759573 0.1670243241382565
0.9250083464457343 11380173098.381607 0.3710141213850688
2.544585903144081 8466695834.964717 0.26540483466271414
3.6360672315172877 42003523776.954636 1.460610482015553
2.837523903599167 5373202386.037909 0.17282125635364765
4.672026914217645 47445805175.312454 1.8308456179636359
2.0153400515540683 732290102.3474882 0.02213824626263969
1.2487654769988275 36085790319.39484 1.102329779664827
3.8934531258810745 4104180184.499305 0.14647748517565964
1.929406096360161 27722278271.28407 0.8348823748471228
2.1332805444648524 455541849.33566624 0.013860293028509111
4.370403385032419 25554052394.057392 0.9569257327140515
4.627337426155933 6790764300.2565365 0.26088694311572314
3.5419948667649015 9784720252.23107 0.3370418869137495
3.5368841631339345 7685669327.70969 0.26460260290590604
1.676637302513095 13993011968.88855 0.4189415317476191
2.0542017248637405 3481279031.470812 0.10545247506996876
0.41153326038840093 39249489450.40572 1.857941062296213
2.938869722739261 433879695.41643167 0.01408729073409652
3.720603158000069 13211755165.848877 0.4633560767883267
1.2768526614587445 652401045.025864 0.019868478618248107
0.021086749468130196 30092126219.85067 18.441226748336042
2.119135242846605 7134456382.464953 0.2168920973118875
2.96679239981809 35043577296.71941 1.140802484786914
4.11132628172901 3328134086.0002437 0.121424563258925
0.3218474988414134 11821364713.241844 0.6560284845189308
2.9703674393885375 8770433041.472172 0.28560773833301084
3.085104284508277 27251021287.270947 0.897214366338161
2.7738431215685586 8231739756.373177 0.26322984810289324
4.802302839660797 26258174592.75496 1.0263403785928882
2.707119896568466 2874458479.2076135 0.09137100474077463
0.2501994828525684 34107565069.675217 2.265269250635981
4.762198618549639 7038860313.462558 0.2740423423545449
3.1983267057935283 16262969364.752829 0.5413718689655865
0.6254284563171398 1651001063.4424818 0.062387542047591255
