redshift masa radio log_masa log_radio
2.355756742887248 12387871904.564302 0.38259070229318287 10.092996705933336 -0.4172655883908704
1.2694091376960135 49212651181.18619 1.499908042545814 10.692076761952293 0.176064633829595
1.3716301349904858 37314180138.210144 1.1271801200571114 10.571873903805459 0.05199332056826877
1.312989118396804 96336056703.28902 2.9236741543636735 10.983788865488366 0.4659289685432176
1.0770938280653675 92231935413.13518 2.893315110740575 10.964881322054513 0.4613957352046165
1.4147549422296706 22669998825.841576 0.6829571283885638 10.35545149763289 -0.16560655764885066
2.7592476783077564 16916920933.680525 0.5402483665976117 10.22832131950684 -0.26740653750111415
0.474360980984606 6668656973.602844 0.2904085212506966 9.824038378491844 -0.5369906445908766
4.610493879077915 19697992036.08658 0.7554936794154941 10.294421957527424 -0.12176916468889473
3.089451628886061 87673721040.97488 2.887786915974961 10.942869439236762 0.4605651443579935
3.502439643301125 64743257021.711296 2.221288717589528 10.811194543552443 0.346605010735222
0.8316906625173437 74513344577.94817 2.5117735315035157 10.872234057413795 0.3999804796303851
4.930149367315129 89805820431.37212 3.5543691804320003 10.953304484766537 0.5507625345265502
1.2787407964100013 14914972644.110329 0.454138382694943 10.173622461149451 -0.34281179101212345
2.059127829968283 56941102438.76672 1.7252693742159748 10.755425871283682 0.23685691309171253
0.9212110086553418 91887899111.18153 2.9992906318823325 10.963258322101366 0.47701855102368224
0.9206319879768848 41005689545.757614 1.33870204075522 10.612844119326994 0.12668392543957516
1.5077030892667425 91324999949.9507 2.740152798838229 10.960589680645946 0.43777478101091555
3.34850919791181 16112614701.739525 0.5443765387076983 10.207166022008021 -0.26410060009130504
4.204050143430925 59132581314.43265 2.1776642309330905 10.771826837668904 0.33799091770882617
4.573460794205383 33203766174.008915 1.2688217076964423 10.521187346831294 0.10340060018485706
2.3271172215331513 23546435327.495888 0.7256897316609349 10.371925169011563 -0.13924902203978137
4.731426566545786 50651641756.49115 1.9660434387857333 10.70459352658138 0.29359310913016257
2.7979430054421575 70319902642.82768 2.25356697623743 10.847078260789948 0.35287046987453125
